"","year","Label (Grouping)","state","series","measure","value"
"12530",2014,"    $25,000 to $49,999","Virginia","Uninsured.Population","Estimate",30.7
"12531",2014,"    $25,000 to $49,999","Virginia","Uninsured.Share",NA,NA
"12532",2014,"    $25,000 to $49,999","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",21.5
"12533",2014,"    $25,000 to $49,999","Washington","Uninsured.Population","Estimate",32.3
"12534",2014,"    $25,000 to $49,999","Washington","Uninsured.Share",NA,NA
"12535",2014,"    $25,000 to $49,999","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",28.1
"12536",2014,"    $25,000 to $49,999","West.Virginia","Uninsured.Population","Estimate",34.5
"12537",2014,"    $25,000 to $49,999","West.Virginia","Uninsured.Share",NA,NA
"12538",2014,"    $25,000 to $49,999","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",24.1
"12539",2014,"    $25,000 to $49,999","Wisconsin","Uninsured.Population","Estimate",33.6
"12540",2014,"    $25,000 to $49,999","Wisconsin","Uninsured.Share",NA,NA
"12541",2014,"    $50,000 to $74,999","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",18.5
"12542",2014,"    $50,000 to $74,999","Alabama","Uninsured.Population","Estimate",13.9
"12543",2014,"    $50,000 to $74,999","Alabama","Uninsured.Share",NA,NA
"12544",2014,"    $50,000 to $74,999","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",19.7
"12545",2014,"    $50,000 to $74,999","Alaska","Uninsured.Population","Estimate",24.3
"12546",2014,"    $50,000 to $74,999","Alaska","Uninsured.Share",NA,NA
"12547",2014,"    $50,000 to $74,999","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",20.2
"12548",2014,"    $50,000 to $74,999","Arizona","Uninsured.Population","Estimate",19.5
"12549",2014,"    $50,000 to $74,999","Arizona","Uninsured.Share",NA,NA
"12550",2014,"    $50,000 to $74,999","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",19.2
"12551",2014,"    $50,000 to $74,999","Arkansas","Uninsured.Population","Estimate",15.4
"12552",2014,"    $50,000 to $74,999","Arkansas","Uninsured.Share",NA,NA
"12553",2014,"    $50,000 to $74,999","California","Total.Civilian.Noninstitutionalized.Population","Estimate",18.2
"12554",2014,"    $50,000 to $74,999","California","Uninsured.Population","Estimate",20.6
"12555",2014,"    $50,000 to $74,999","California","Uninsured.Share",NA,NA
"12556",2014,"    $50,000 to $74,999","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",18.9
"12557",2014,"    $50,000 to $74,999","Colorado","Uninsured.Population","Estimate",19.7
"12558",2014,"    $50,000 to $74,999","Colorado","Uninsured.Share",NA,NA
"12559",2014,"    $50,000 to $74,999","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",16.8
"12560",2014,"    $50,000 to $74,999","Connecticut","Uninsured.Population","Estimate",20.1
"12561",2014,"    $50,000 to $74,999","Connecticut","Uninsured.Share",NA,NA
"12562",2014,"    $50,000 to $74,999","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",19.9
"12563",2014,"    $50,000 to $74,999","Florida","Uninsured.Population","Estimate",18.9
"12564",2014,"    $50,000 to $74,999","Florida","Uninsured.Share",NA,NA
"12565",2014,"    $50,000 to $74,999","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",19.4
"12566",2014,"    $50,000 to $74,999","Georgia","Uninsured.Population","Estimate",17.3
"12567",2014,"    $50,000 to $74,999","Georgia","Uninsured.Share",NA,NA
"12568",2014,"    $50,000 to $74,999","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",22.7
"12569",2014,"    $50,000 to $74,999","Idaho","Uninsured.Population","Estimate",17.9
"12570",2014,"    $50,000 to $74,999","Idaho","Uninsured.Share",NA,NA
"12571",2014,"    $50,000 to $74,999","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",19
"12572",2014,"    $50,000 to $74,999","Illinois","Uninsured.Population","Estimate",19.2
"12573",2014,"    $50,000 to $74,999","Illinois","Uninsured.Share",NA,NA
"12574",2014,"    $50,000 to $74,999","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",21.1
"12575",2014,"    $50,000 to $74,999","Indiana","Uninsured.Population","Estimate",17.7
"12576",2014,"    $50,000 to $74,999","Indiana","Uninsured.Share",NA,NA
"12577",2014,"    $50,000 to $74,999","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",22.6
"12578",2014,"    $50,000 to $74,999","Iowa","Uninsured.Population","Estimate",18.3
"12579",2014,"    $50,000 to $74,999","Iowa","Uninsured.Share",NA,NA
"12580",2014,"    $50,000 to $74,999","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",21.8
"12581",2014,"    $50,000 to $74,999","Kansas","Uninsured.Population","Estimate",16.8
"12582",2014,"    $50,000 to $74,999","Kansas","Uninsured.Share",NA,NA
"12583",2014,"    $50,000 to $74,999","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",19.2
"12584",2014,"    $50,000 to $74,999","Kentucky","Uninsured.Population","Estimate",16
"12585",2014,"    $50,000 to $74,999","Kentucky","Uninsured.Share",NA,NA
"12586",2014,"    $50,000 to $74,999","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",18.5
"12587",2014,"    $50,000 to $74,999","Louisiana","Uninsured.Population","Estimate",17.7
"12588",2014,"    $50,000 to $74,999","Louisiana","Uninsured.Share",NA,NA
"12589",2014,"    $50,000 to $74,999","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",21.8
"12590",2014,"    $50,000 to $74,999","Maine","Uninsured.Population","Estimate",20.7
"12591",2014,"    $50,000 to $74,999","Maine","Uninsured.Share",NA,NA
"12592",2014,"    $50,000 to $74,999","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",17.6
"12593",2014,"    $50,000 to $74,999","Maryland","Uninsured.Population","Estimate",22
"12594",2014,"    $50,000 to $74,999","Maryland","Uninsured.Share",NA,NA
"12595",2014,"    $50,000 to $74,999","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",16.8
"12596",2014,"    $50,000 to $74,999","Massachusetts","Uninsured.Population","Estimate",19.8
"12597",2014,"    $50,000 to $74,999","Massachusetts","Uninsured.Share",NA,NA
"12598",2014,"    $50,000 to $74,999","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",20.3
"12599",2014,"    $50,000 to $74,999","Michigan","Uninsured.Population","Estimate",16.4
"12600",2014,"    $50,000 to $74,999","Michigan","Uninsured.Share",NA,NA
"12601",2014,"    $50,000 to $74,999","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",20.5
"12602",2014,"    $50,000 to $74,999","Minnesota","Uninsured.Population","Estimate",20.9
"12603",2014,"    $50,000 to $74,999","Minnesota","Uninsured.Share",NA,NA
"12604",2014,"    $50,000 to $74,999","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",18.5
"12605",2014,"    $50,000 to $74,999","Mississippi","Uninsured.Population","Estimate",14.3
"12606",2014,"    $50,000 to $74,999","Mississippi","Uninsured.Share",NA,NA
"12607",2014,"    $50,000 to $74,999","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",20.5
"12608",2014,"    $50,000 to $74,999","Missouri","Uninsured.Population","Estimate",17.2
"12609",2014,"    $50,000 to $74,999","Missouri","Uninsured.Share",NA,NA
"12610",2014,"    $50,000 to $74,999","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",20.6
"12611",2014,"    $50,000 to $74,999","Montana","Uninsured.Population","Estimate",15.9
"12612",2014,"    $50,000 to $74,999","Montana","Uninsured.Share",NA,NA
"12613",2014,"    $50,000 to $74,999","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",21.7
"12614",2014,"    $50,000 to $74,999","Nebraska","Uninsured.Population","Estimate",16
"12615",2014,"    $50,000 to $74,999","Nebraska","Uninsured.Share",NA,NA
"12616",2014,"    $50,000 to $74,999","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",20.8
"12617",2014,"    $50,000 to $74,999","Nevada","Uninsured.Population","Estimate",19
"12618",2014,"    $50,000 to $74,999","Nevada","Uninsured.Share",NA,NA
"12619",2014,"    $50,000 to $74,999","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"12620",2014,"    $50,000 to $74,999","New.Hampshire","Uninsured.Population","Estimate",19.7
"12621",2014,"    $50,000 to $74,999","New.Hampshire","Uninsured.Share",NA,NA
"12622",2014,"    $50,000 to $74,999","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",16.5
"12623",2014,"    $50,000 to $74,999","New.Jersey","Uninsured.Population","Estimate",20.5
"12624",2014,"    $50,000 to $74,999","New.Jersey","Uninsured.Share",NA,NA
"12625",2014,"    $50,000 to $74,999","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",18.7
"12626",2014,"    $50,000 to $74,999","New.Mexico","Uninsured.Population","Estimate",16
"12627",2014,"    $50,000 to $74,999","New.Mexico","Uninsured.Share",NA,NA
"12628",2014,"    $50,000 to $74,999","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",17.4
"12629",2014,"    $50,000 to $74,999","New.York","Uninsured.Population","Estimate",19.4
"12630",2014,"    $50,000 to $74,999","New.York","Uninsured.Share",NA,NA
"12631",2014,"    $50,000 to $74,999","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",19.8
"12632",2014,"    $50,000 to $74,999","North.Carolina","Uninsured.Population","Estimate",16.2
"12633",2014,"    $50,000 to $74,999","North.Carolina","Uninsured.Share",NA,NA
"12634",2014,"    $50,000 to $74,999","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",20.3
"12635",2014,"    $50,000 to $74,999","Ohio","Uninsured.Population","Estimate",17.2
"12636",2014,"    $50,000 to $74,999","Ohio","Uninsured.Share",NA,NA
"12637",2014,"    $50,000 to $74,999","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",20.7
"12638",2014,"    $50,000 to $74,999","Oklahoma","Uninsured.Population","Estimate",17
"12639",2014,"    $50,000 to $74,999","Oklahoma","Uninsured.Share",NA,NA
"12640",2014,"    $50,000 to $74,999","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",20.3
"12641",2014,"    $50,000 to $74,999","Oregon","Uninsured.Population","Estimate",17.5
"12642",2014,"    $50,000 to $74,999","Oregon","Uninsured.Share",NA,NA
"12643",2014,"    $50,000 to $74,999","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",20.2
"12644",2014,"    $50,000 to $74,999","Pennsylvania","Uninsured.Population","Estimate",18.8
"12645",2014,"    $50,000 to $74,999","Pennsylvania","Uninsured.Share",NA,NA
"12646",2014,"    $50,000 to $74,999","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",19.7
"12647",2014,"    $50,000 to $74,999","South.Carolina","Uninsured.Population","Estimate",16.5
"12648",2014,"    $50,000 to $74,999","South.Carolina","Uninsured.Share",NA,NA
"12649",2014,"    $50,000 to $74,999","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",22.4
"12650",2014,"    $50,000 to $74,999","South.Dakota","Uninsured.Population","Estimate",18
"12651",2014,"    $50,000 to $74,999","South.Dakota","Uninsured.Share",NA,NA
"12652",2014,"    $50,000 to $74,999","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",19.8
"12653",2014,"    $50,000 to $74,999","Tennessee","Uninsured.Population","Estimate",16.6
"12654",2014,"    $50,000 to $74,999","Tennessee","Uninsured.Share",NA,NA
"12655",2014,"    $50,000 to $74,999","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",19.2
"12656",2014,"    $50,000 to $74,999","Texas","Uninsured.Population","Estimate",18.4
"12657",2014,"    $50,000 to $74,999","Texas","Uninsured.Share",NA,NA
"12658",2014,"    $50,000 to $74,999","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",23
"12659",2014,"    $50,000 to $74,999","Utah","Uninsured.Population","Estimate",20.5
"12660",2014,"    $50,000 to $74,999","Utah","Uninsured.Share",NA,NA
"12661",2014,"    $50,000 to $74,999","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",18
"12662",2014,"    $50,000 to $74,999","Virginia","Uninsured.Population","Estimate",18.4
"12663",2014,"    $50,000 to $74,999","Virginia","Uninsured.Share",NA,NA
"12664",2014,"    $50,000 to $74,999","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",20.1
"12665",2014,"    $50,000 to $74,999","Washington","Uninsured.Population","Estimate",19.7
"12666",2014,"    $50,000 to $74,999","Washington","Uninsured.Share",NA,NA
"12667",2014,"    $50,000 to $74,999","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"12668",2014,"    $50,000 to $74,999","West.Virginia","Uninsured.Population","Estimate",14.4
"12669",2014,"    $50,000 to $74,999","West.Virginia","Uninsured.Share",NA,NA
"12670",2014,"    $50,000 to $74,999","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",21.7
"12671",2014,"    $50,000 to $74,999","Wisconsin","Uninsured.Population","Estimate",18.3
"12672",2014,"    $50,000 to $74,999","Wisconsin","Uninsured.Share",NA,NA
"12673",2014,"    $75,000 to $99,999","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",11.7
"12674",2014,"    $75,000 to $99,999","Alabama","Uninsured.Population","Estimate",5.9
"12675",2014,"    $75,000 to $99,999","Alabama","Uninsured.Share",NA,NA
"12676",2014,"    $75,000 to $99,999","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",14.8
"12677",2014,"    $75,000 to $99,999","Alaska","Uninsured.Population","Estimate",12.2
